,ID,DOCUMENT_ID,DOCUMENT_TYPE,FILING_DATE,MODIFIED_AT,DETAIL_JSON.company_name,DETAIL_JSON.parsing_status,avg_sent_x,sum_sent_x,hit_count_x,positive_hits_x,negative_hits_x,section_count_x,word_count_x,avg_sent_y,sum_sent_y,hit_count_y,positive_hits_y,negative_hits_y,section_count_y,word_count_y
0,5236338,13926002,AR,2009-04-14,2021-06-24 07:29:53,Dapai International Holdings Co. Ltd.,SUCCESS,0.856044495968247,21.401112399206177,2366,1694,672,129,29037,,,,,,,
16,5236363,40329015,AR,2009-03-31,2021-06-24 07:51:42,People's Food Holdings Ltd.,SUCCESS,0.4450604471643229,14.241934309258333,1602,987,615,151,22983,,,,,,,
24,5236391,17658269,AR,2009-04-13,2021-06-24 07:47:46,China Auto Electronics Group Limited,WARNING,0.5293328938981512,17.99731839253714,2518,1678,840,171,32714,,,,,,,
36,2974203,69584785,AR,2015-12-31,2021-07-01 05:55:52,"A.S.P Electronic Co., Ltd.",WARNING,0.2772363478575536,45.189524700781234,6361,4077,2284,404,87359,,,,,,,
37,4013035,150814002,AR,2021-01-11,2021-06-30 09:13:55,China Export & Credit Insurance Corporation,WARNING,0.3147312459892545,8.812474887699127,1096,777,319,85,11821,,,,,,,
38,4013034,150811616,AR,2021-01-11,2021-06-30 09:13:54,China Export & Credit Insurance Corporation,WARNING,0.844740844027056,9.292149284297615,1275,850,425,23,12637,,,,,,,
39,4016242,151139899,AR,2021-01-12,2021-06-30 09:13:40,Up Energy Development Group Limited,SUCCESS,0.45009196909338156,17.55358679464188,3061,1695,1366,153,36991,,,,,,,
44,4019736,151835137,AR,2021-01-22,2021-06-30 09:12:47,"China Bohai Bank Co., Ltd.",SUCCESS,0.12228355164445318,2.201103929600157,621,365,256,68,8681,,,,,,,
45,4019737,151835137,AR,2021-01-22,2021-06-30 09:12:42,"China Bohai Bank Co., Ltd.",SUCCESS,0.1222835516444532,2.2011039296001575,621,365,256,68,8681,,,,,,,
46,4028673,151139908,AR,2021-01-12,2021-06-30 09:10:59,Up Energy Development Group Limited,SUCCESS,0.2614712014501037,19.087397705857573,3057,1722,1335,212,37679,,,,,,,
51,4028675,151139891,AR,2021-01-12,2021-06-30 09:10:55,Up Energy Development Group Limited,SUCCESS,0.2005832062360575,19.25598779866152,3074,1740,1334,220,37883,,,,,,,
56,4032449,152478434,AR,2021-02-03,2021-06-30 09:10:19,"Ping An Insurance (Group) Company of China, Ltd.",WARNING,0.6638357568313444,98.24769201103898,11785,7700,4085,471,121621,,,,,,,
58,4032646,152478434,AR,2021-02-03,2021-06-30 09:10:19,"Ping An Insurance (Group) Company of China, Ltd.",WARNING,0.6638357568313444,98.24769201103898,11785,7700,4085,471,121621,,,,,,,
60,4033031,152478434,AR,2021-02-03,2021-06-30 09:10:14,"Ping An Insurance (Group) Company of China, Ltd.",WARNING,0.6638357568313444,98.24769201103898,11785,7700,4085,471,121621,,,,,,,
62,4033106,152478434,AR,2021-02-03,2021-06-30 09:10:14,"Ping An Insurance (Group) Company of China, Ltd.",WARNING,0.6638357568313444,98.24769201103898,11785,7700,4085,471,121621,,,,,,,
64,4037558,152728652,AR,2021-02-07,2021-06-30 09:10:07,Cabbeen Fashion Limited,SUCCESS,0.1355493370308794,11.792792321686509,3004,1804,1200,256,39497,,,,,,,
65,4037739,152737574,AR,2021-02-08,2021-06-30 09:10:08,Harmonicare Medical Holdings Limited,SUCCESS,0.2316541705394842,21.54383786017203,3365,1998,1367,202,41022,,,,,,,
66,4037741,152737588,AR,2021-02-08,2021-06-30 09:10:03,Harmonicare Medical Holdings Limited,SUCCESS,0.36074553098547485,29.220388009823463,3607,2217,1390,178,44169,,,,,,,
67,4038481,152737597,AR,2021-02-08,2021-06-30 09:10:07,Harmonicare Medical Holdings Limited,SUCCESS,0.23165417053948423,21.543837860172033,3365,1998,1367,202,41022,,,,,,,
68,4038641,152737641,AR,2021-02-08,2021-06-30 09:10:02,Harmonicare Medical Holdings Limited,SUCCESS,0.36074553098547485,29.220388009823463,3607,2217,1390,178,44169,,,,,,,
69,4041543,152891364,AR,2021-02-11,2021-06-30 09:09:57,China Investment Corporation,SUCCESS,1.7372305992363177,48.642456778616896,3441,2555,886,133,34924,,,,,,,
70,4055947,153356839,AR,2021-02-22,2021-06-30 09:08:34,Cabbeen Fashion Limited,SUCCESS,0.14978133927578693,11.533163124235594,3005,1802,1203,250,39449,,,,,,,
71,4066236,153675422,AR,2021-02-28,2021-06-30 09:08:02,"Yum China Holdings, Inc.",WARNING,0.7506593041244946,38.28362451034922,7192,4107,3085,163,76538,,,,,,,
72,4067242,153733002,AR,2021-03-01,2021-07-01 05:55:56,Zai Lab Limited,SUCCESS,1.5678607933090758,40.76438062603597,12358,7448,4910,130,130145,,,,,,,
73,4067259,153733002,AR,2021-03-01,2021-07-01 05:55:56,Zai Lab Limited,SUCCESS,0.6127618402405441,15.931807846254147,3947,2619,1328,54,49187,,,,,,,
74,4067376,153721475,AR,2021-02-28,2021-06-30 09:07:56,"Changsha Broad Homes Industrial Group Co., Ltd.",SUCCESS,0.28790570648904484,42.32213885388959,5738,3719,2019,424,68670,,,,,,,
75,4067473,152729290,AR,2021-02-07,2021-06-30 09:07:55,Cabbeen Fashion Limited,SUCCESS,0.13393208275831828,11.65209119997369,2990,1794,1196,252,39112,,,,,,,
76,4075135,154062296,AR,2021-03-08,2021-07-01 05:57:23,JTF International Holdings Limited,SUCCESS,0.03742636704973721,3.7800630720234585,2330,1328,1002,182,28474,,,,,,,
77,4075173,154062296,AR,2021-03-08,2021-07-01 05:57:23,JTF International Holdings Limited,SUCCESS,0.03742636704973721,3.7800630720234585,2330,1328,1002,182,28474,,,,,,,
78,4115843,154440445,AR,2021-03-15,2021-06-30 09:11:36,CAR Inc.,SUCCESS,0.43470752225063664,54.33844028132958,5865,3703,2162,337,68534,,,,,,,
79,4860469,156140835,AR,2021-04-16,2021-07-08 06:05:15,Hilong Holding Limited,WARNING,0.40966431599161607,36.86978843924545,4349,2596,1753,274,53565,,,,,,,
80,4942753,156212277,AR,2021-04-18,2021-07-08 06:10:10,"JD.com, Inc.",SUCCESS,2.4578395685565106,105.68710144792996,14459,9242,5217,259,157355,,,,,,,
81,4947294,156249449,AR,2021-04-19,2021-07-08 06:12:14,Forgame Holdings Limited,WARNING,0.48474091269769454,42.172459404699424,4769,2909,1860,334,61373,,,,,,,
82,4947313,156249703,AR,2021-04-19,2021-07-08 06:12:25,"A-Living Smart City Services Co., Ltd.",SUCCESS,0.4816346035062794,70.31865211191679,5236,3890,1346,438,62043,,,,,,,
83,4947336,156249869,AR,2021-04-19,2021-07-08 06:12:31,"TANSH Global Food Group Co., Ltd",SUCCESS,0.5104269140312601,29.604761013813086,4096,2667,1429,169,46562,,,,,,,
86,4947343,156249944,AR,2021-04-19,2021-07-08 06:12:31,Centenary United Holdings Limited,SUCCESS,0.35739841419742135,28.94927154999113,3379,2147,1232,225,41453,,,,,,,
87,4947352,156250023,AR,2021-04-19,2021-07-08 06:12:35,Honliv Healthcare Management Group Company Limited,SUCCESS,0.29668841737834645,21.95494288599764,2598,1636,962,210,32017,,,,,,,
88,4947359,156250078,AR,2021-04-19,2021-07-08 06:12:25,Kingdom Holdings Limited,WARNING,0.1334031716894696,13.073510825568022,3506,2075,1431,240,43010,,,,,,,
89,4947363,156250111,AR,2021-04-19,2021-07-08 06:12:30,Honghua Group Limited,SUCCESS,0.2279117806862625,21.423707384508674,4774,2838,1936,285,54050,,,,,,,
90,4947365,156250119,AR,2021-04-19,2021-07-08 06:12:35,GHW International,WARNING,0.15246600404764266,14.484270384526052,4105,2419,1686,237,51572,,,,,,,
91,4947374,156250192,AR,2021-04-19,2021-07-08 06:12:14,"China Galaxy Securities Co., Ltd.",SUCCESS,1.1863623593605002,61.69084268674601,7411,4727,2684,268,103510,,,,,,,
92,4947377,156250208,AR,2021-04-19,2021-07-08 06:12:20,"Guangzhou R&F Properties Co., Ltd.",SUCCESS,0.4582152133070901,43.072230050866466,5496,3486,2010,264,68511,,,,,,,
95,4947382,156250269,AR,2021-04-19,2021-07-08 06:12:30,China New City Commercial Development Limited,SUCCESS,0.1998515393073722,29.378176278183716,3696,2303,1393,303,47692,,,,,,,
96,4947574,156262078,AR,2021-04-19,2021-07-08 06:12:36,Carpenter Tan Holdings Limited,SUCCESS,0.22930423951486942,24.076945149061288,3123,1968,1155,198,39627,,,,,,,
104,4948247,156249053,AR,2021-04-19,2021-07-08 06:12:20,Forgame Holdings Limited,WARNING,0.4118529891987354,37.89047500628366,4533,2747,1786,236,58714,,,,,,,
112,4948250,156248042,AR,2021-04-19,2021-07-08 06:12:20,Redsun Services Group Limited,WARNING,0.4129392752185409,69.78673751193341,5595,3836,1759,410,62033,,,,,,,
113,4948255,156249202,AR,2021-04-19,2021-07-08 06:12:30,HC Group Inc.,WARNING,1.7995535712002508,48.58794642240677,5622,3354,2268,128,66306,,,,,,,
114,4948263,156248712,AR,2021-04-19,2021-07-08 06:12:41,Speedy Global Holdings Limited,SUCCESS,0.3904941832040832,14.448284778551079,3212,1900,1312,178,37426,,,,,,,
122,4948707,156140799,AR,2021-04-16,2021-07-08 06:12:41,China VAST Industrial Urban Development Company Limited,WARNING,0.37945084753593405,42.11904407648868,4031,2631,1400,283,55283,,,,,,,
123,4949321,156337650,AR,2021-04-20,2021-07-07 07:05:09,Maoye International Holdings Limited,SUCCESS,0.49719771688275893,33.31224703114485,4830,3098,1732,244,57456,,,,,,,
124,4949414,156342678,AR,2021-04-20,2021-07-07 06:59:27,Ximei Resources Holding Limited,WARNING,0.16993103733391543,21.58124174140726,2995,1955,1040,234,39534,,,,,,,
125,4949434,156343093,AR,2021-04-20,2021-07-07 06:59:27,Sunfonda Group Holdings Limited,SUCCESS,0.3233265298158566,43.32575499532478,4462,3063,1399,286,51097,,,,,,,
126,4949435,156343004,AR,2021-04-20,2021-07-07 06:59:17,"Jiangxi Bank Co., Ltd.",SUCCESS,0.6486475964374285,42.81074136487028,6277,4000,2277,278,77897,,,,,,,
127,4949441,156343229,AR,2021-04-20,2021-07-07 06:59:27,China ZhongDi Dairy Holdings Company Limited,SUCCESS,0.2529766724910276,25.803620594084816,3670,2217,1453,262,45566,,,,,,,
128,4949455,156343475,AR,2021-04-20,2021-07-07 06:59:28,FriendTimes Inc.,WARNING,0.3407118840902046,34.07118840902046,4417,3008,1409,246,55336,,,,,,,
129,4949456,156343487,AR,2021-04-20,2021-07-07 07:00:07,China Oriented International Holdings Limited,SUCCESS,0.3915784380993489,43.465206629027726,4134,2600,1534,226,49984,,,,,,,
130,4949457,156343499,AR,2021-04-20,2021-07-07 07:00:36,Kingdee International Software Group Company Limited,SUCCESS,0.40139328541034525,43.75186810972763,4204,2807,1397,287,47932,,,,,,,
133,4949458,156343495,AR,2021-04-20,2021-07-07 06:59:27,China Greenland Broad Greenstate Group Company Limited,SUCCESS,0.2964915838072774,31.72459946737868,4803,3044,1759,236,56942,,,,,,,
136,4949459,156343519,AR,2021-04-20,2021-07-07 06:59:27,Jolimark Holdings Limited,SUCCESS,0.3493619865040149,25.852787001297102,3011,1876,1135,196,35478,,,,,,,
137,4949467,156343680,AR,2021-04-20,2021-07-07 06:59:28,YuanShengTai Dairy Farm Limited,SUCCESS,0.13225338974569373,17.325194056685877,3702,2279,1423,358,47249,,,,,,,
138,4949489,156343798,AR,2021-04-20,2021-07-07 06:59:28,"Vesync Co., Ltd",WARNING,0.2240528751442578,21.285023138704492,3453,2215,1238,218,41502,,,,,,,
139,4949499,156343865,AR,2021-04-20,2021-07-07 06:59:37,Shinelong Automotive Lightweight Application Limited,SUCCESS,0.17174122010721382,20.437205192758444,2846,1809,1037,307,37738,,,,,,,
140,4949503,156343892,AR,2021-04-20,2021-07-07 06:59:27,Sany Heavy Equipment International Holdings Company Limited,SUCCESS,0.3888408676306631,47.827426718571566,4452,2989,1463,280,57719,,,,,,,
141,4949514,156343982,AR,2021-04-20,2021-07-07 06:59:27,Xin Yuan Enterprises Group Limited,SUCCESS,0.20321966797127086,23.37026181669615,3957,2346,1611,280,47349,,,,,,,
142,4949520,156344034,AR,2021-04-20,2021-07-07 06:59:28,China Literature Limited,SUCCESS,0.48033020159319795,63.883916811895325,5650,3805,1845,301,70986,,,,,,,
143,4949522,156344033,AR,2021-04-20,2021-07-07 06:59:28,Kingsoft Corporation Limited,SUCCESS,1.2321139036292048,67.76626469960627,5704,3871,1833,221,68128,,,,,,,
144,4949523,156344043,AR,2021-04-20,2021-07-07 06:59:07,"Guotai Junan Securities Co., Ltd.",SUCCESS,1.04036303202636,65.54287101766067,7603,4990,2613,288,100973,,,,,,,
145,4949539,156344153,AR,2021-04-20,2021-07-07 06:59:28,"Haitong Unitrust International Financial Leasing Co., Ltd.",WARNING,1.0857893105881908,78.17683036234975,7879,5205,2674,243,90541,,,,,,,
146,4949544,156344197,AR,2021-04-20,2021-07-07 06:59:38,First Service Holding Limited,SUCCESS,0.4342106943209257,54.71054748443664,3561,2458,1103,342,45640,,,,,,,
154,4949547,156344239,AR,2021-04-20,2021-07-07 06:59:27,Uni-President China Holdings Ltd,WARNING,1.3054633356802414,31.331120056325794,3412,2233,1179,124,40867,,,,,,,
155,4949549,156344251,AR,2021-04-20,2021-07-07 06:59:28,Kong Sun Holdings Limited,WARNING,0.22430331461071726,29.38373421400396,4654,2864,1790,289,59517,,,,,,,
163,4949554,156344265,AR,2021-04-20,2021-07-07 07:02:38,DaFa Properties Group Limited,WARNING,0.5334154168425517,39.47274084634882,4583,3000,1583,283,63863,,,,,,,
164,4949591,156344702,AR,2021-04-19,2021-07-07 06:59:48,HBM Holdings Limited,SUCCESS,0.23528186661389613,24.234032261231302,3667,2297,1370,250,45306,,,,,,,
165,4949594,156344706,AR,2021-04-19,2021-07-08 06:12:31,Central China Real Estate Limited,WARNING,0.8276266529404527,72.83114545875983,7781,5310,2471,196,91627,,,,,,,
166,4950477,156371880,AR,2021-04-21,2021-07-07 06:59:48,Shui On Land Limited,SUCCESS,0.45920144229365334,64.28820192111147,6253,4261,1992,307,75030,,,,,,,
167,4987495,156401422,AR,2021-04-21,2021-07-07 07:06:32,Sky Light Holdings Limited,WARNING,0.33282384633478646,22.964845397100266,3179,1931,1248,217,42026,,,,,,,
168,4987740,156401813,AR,2021-04-21,2021-07-07 07:06:32,"Colour Life Services Group Co., Limited",SUCCESS,0.469456498976292,56.334779877155036,5169,3464,1705,263,60133,,,,,,,
169,4987741,156401799,AR,2021-04-21,2021-07-07 07:06:32,Wenye Group Holdings Limited,SUCCESS,0.22470990261533744,23.369829871995094,2616,1679,937,223,34369,,,,,,,
170,4987779,156401857,AR,2021-04-21,2021-07-07 07:06:32,Zhongda International Holdings Limited,SUCCESS,0.44787943569043154,48.818858490257035,4677,3266,1411,328,57097,,,,,,,
171,4987803,156401923,AR,2021-04-21,2021-07-07 07:06:32,Nature Home Holding Company Limited,WARNING,0.1438032851007659,14.524131795177356,2942,1760,1182,204,38231,,,,,,,
174,4987856,156402013,AR,2021-04-21,2021-07-07 07:06:32,Boer Power Holdings Limited,SUCCESS,0.249262250725599,21.187291311675914,3626,2264,1362,241,42953,,,,,,,
175,4987958,156402146,AR,2021-04-21,2021-07-07 07:06:32,"MOBI Development Co., Ltd.",WARNING,0.29477080540342354,32.71955939978001,4378,2756,1622,387,51130,,,,,,,
176,4988035,156402260,AR,2021-04-21,2021-07-07 07:06:33,Chen Lin Education Group Holdings Limited,SUCCESS,0.39562119371544696,33.62780146581299,3842,2548,1294,222,45081,,,,,,,
177,4988151,156402428,AR,2021-04-21,2021-07-07 07:06:33,"Taizhou Water Group Co., Ltd.",SUCCESS,0.22351946790356025,29.281050295366395,3059,1936,1123,288,43655,,,,,,,
178,4988185,156402465,AR,2021-04-21,2021-07-07 07:06:32,Confidence Intelligence Holdings Limited,SUCCESS,0.15847902221562488,18.85900364365936,3271,1962,1309,275,41441,,,,,,,
179,4988203,156402482,AR,2021-04-21,2021-07-07 07:06:37,Haina Intelligent Equipment International Holdings Limited,SUCCESS,0.20174412546886483,24.61278330720151,3934,2533,1401,315,48076,,,,,,,
180,4988291,156402596,AR,2021-04-21,2021-07-07 07:06:32,"CSC Financial Co., Ltd.",WARNING,0.5961384681774218,81.67097014030678,8153,5386,2767,299,102978,,,,,,,
181,4988413,156402760,AR,2021-04-21,2021-07-07 07:06:37,China Zhongwang Holdings Limited,WARNING,0.29481056388067506,28.301814132544806,4971,3125,1846,312,59221,,,,,,,
182,4988415,156402735,AR,2021-04-21,2021-07-07 07:06:22,"China Vanke Co., Ltd.",WARNING,1.1159073100899688,80.34532632647775,5693,3968,1725,182,78291,,,,,,,
186,4988438,156402788,AR,2021-04-21,2021-07-07 07:06:38,Miji International Holdings Limited,SUCCESS,0.21808062543895537,22.244223794773447,2937,1781,1156,261,37160,,,,,,,
187,4988492,156402832,AR,2021-04-21,2021-07-07 07:06:33,CITIC Limited,WARNING,0.70559489119415,79.73222270493895,8933,6024,2909,371,99672,,,,,,,
188,4988500,156402835,AR,2021-04-21,2021-07-07 07:06:27,"Huatai Securities Co., Ltd.",WARNING,0.8172257458756149,138.92837679885454,12207,8637,3570,405,154809,,,,,,,
189,4988504,156402877,AR,2021-04-21,2021-07-07 07:06:37,Weigang Environmental Technology Holding Group Limited,SUCCESS,1.0921426868994715,31.672137920084673,4630,2762,1868,141,50927,,,,,,,
190,4988508,156402822,AR,2021-04-21,2021-07-07 07:06:37,Zhou Hei Ya International Holdings Company Limited,SUCCESS,0.45158382972220884,32.51403573999904,3617,2373,1244,191,45295,,,,,,,
191,4988516,156402902,AR,2021-04-21,2021-07-07 07:06:38,Zhejiang Shibao Company Limited,SUCCESS,0.2934017527693307,26.406157749239767,3932,2499,1433,220,48669,,,,,,,
193,4988523,156402886,AR,2021-04-21,2021-07-07 07:06:38,China Hanking Holdings Limited,WARNING,0.3048913809176609,35.97718294828398,4416,2780,1636,213,54569,,,,,,,
201,4988547,156402931,AR,2021-04-21,2021-07-07 07:06:38,Tiande Chemical Holdings Limited,WARNING,0.18707964406924543,23.946194440863415,2981,1837,1144,406,38141,,,,,,,
202,4988562,156402939,AR,2021-04-21,2021-07-07 07:06:38,Austar Lifesciences Limited,WARNING,0.19903770013681132,25.675863317648663,4441,2908,1533,299,52801,,,,,,,
203,4988565,156402940,AR,2021-04-21,2021-07-07 07:06:38,Fu Shou Yuan International Group Limited,SUCCESS,0.7006883601525217,58.157133892659296,4884,3381,1503,181,56214,,,,,,,
204,4988567,156402947,AR,2021-04-21,2021-07-07 07:06:21,"Haitong Securities Co., Ltd.",WARNING,1.536124562992238,104.45647028347219,10207,6461,3746,285,134517,,,,,,,
206,4988626,156403011,AR,2021-04-21,2021-07-07 07:06:38,Sino-Ocean Service Holding Limited,SUCCESS,2.8990762453672696,52.18337241661085,3915,2813,1102,149,44458,,,,,,,
207,4988770,156403266,AR,2021-04-20,2021-07-07 07:06:37,Q Technology (Group) Company Limited,SUCCESS,0.4173555500049275,31.301666250369564,5367,3247,2120,213,67913,,,,,,,
208,4988831,156403374,AR,2021-04-20,2021-07-07 07:06:38,Sinco Pharmaceuticals Holdings Limited,WARNING,0.12519751688190103,16.651269745292836,3334,1964,1370,468,45628,,,,,,,
209,4993992,156413983,AR,2021-04-21,2021-07-07 07:06:59,"Yincheng Life Service CO., Ltd.",WARNING,0.26710890751160044,55.024434947389686,4385,3039,1346,576,54974,,,,,,,
210,4994028,156414698,AR,2021-04-21,2021-07-07 07:06:59,China Traditional Chinese Medicine Holdings Co. Limited,SUCCESS,0.3027597922060901,41.175331740028255,4190,2690,1500,266,53469,,,,,,,
212,4995740,156463788,AR,2021-04-22,2021-07-07 07:07:10,Hopefluent Group Holdings Limited,SUCCESS,0.38567659043791774,36.639276091602184,3647,2341,1306,220,43479,,,,,,,
213,4996032,156475446,AR,2021-04-22,2021-07-07 07:07:10,BAIOO Family Interactive Limited,WARNING,0.38844568092541093,36.902339687914036,5190,3439,1751,255,58133,,,,,,,
214,4996037,156475517,AR,2021-04-22,2021-07-07 07:07:04,"Shenzhen Hepalink Pharmaceutical Group Co., Ltd.",SUCCESS,0.6020097592179335,42.74269290447328,4811,2993,1818,199,58948,,,,,,,
215,4996057,156476135,AR,2021-04-22,2021-07-07 07:07:10,"Shanghai Haohai Biological Technology Co., Ltd.",SUCCESS,0.5463991272778539,32.783947636671236,4345,2815,1530,162,55857,,,,,,,
216,4996109,156477584,AR,2021-04-22,2021-07-07 07:07:11,Clifford Modern Living Holdings Limited,WARNING,0.5080593120198783,41.66086358563002,3445,2236,1209,246,44038,,,,,,,
217,4996117,156477806,AR,2021-04-22,2021-07-07 07:07:10,China Tian Lun Gas Holdings Limited,WARNING,0.36482005336330414,26.996683948884506,3788,2445,1343,224,51812,,,,,,,
218,4996119,156476907,AR,2021-04-22,2021-07-07 07:07:10,Zhaojin Mining Industry Company Limited,SUCCESS,0.4341003162114916,63.37864616687777,4951,3294,1657,345,68689,,,,,,,
220,4996137,156478136,AR,2021-04-22,2021-07-07 07:07:10,Goodbaby International Holdings Limited,SUCCESS,0.5954439017625431,48.230956042765996,6626,4318,2308,178,76822,,,,,,,
221,4996153,156478653,AR,2021-04-22,2021-07-07 07:07:11,Anton Oilfield Services Group,SUCCESS,0.2398170466314245,27.578960362613817,3459,2130,1329,281,40008,,,,,,,
222,4996160,156478724,AR,2021-04-22,2021-07-07 07:07:10,Sprocomm Intelligence Limited,WARNING,0.16156444279518856,21.32650644896489,3578,2169,1409,267,45416,,,,,,,
223,4996162,156478758,AR,2021-04-22,2021-07-07 07:07:11,Feiyu Technology International Company Ltd.,WARNING,0.510680673645866,42.38649591260688,5227,3316,1911,288,66931,,,,,,,
231,4996171,156478926,AR,2021-04-22,2021-07-07 07:07:11,Canggang Railway Limited,SUCCESS,0.10395019560128012,10.498969755729291,2592,1581,1011,212,34946,,,,,,,
232,4996175,156478940,AR,2021-04-22,2021-07-07 07:07:16,TIL Enviro Limited,SUCCESS,0.39559056837046863,41.14141911052874,3273,2175,1098,205,40225,,,,,,,
233,4996197,156479457,AR,2021-04-22,2021-07-07 07:07:16,Xinyi Solar Holdings Limited,SUCCESS,0.17627851537377445,19.03807966036764,3556,2227,1329,258,44796,,,,,,,
234,4996198,156479493,AR,2021-04-22,2021-07-07 07:07:11,"Xiamen International Port Co., Ltd",SUCCESS,0.7897071841594554,70.28393939019153,4527,3116,1411,269,65261,,,,,,,
237,4996199,156479526,AR,2021-04-22,2021-07-07 07:07:16,Sino-Entertainment Technology Holdings Limited,SUCCESS,0.23890355326566926,27.712812178817632,2803,1854,949,275,36849,,,,,,,
238,4996223,156479974,AR,2021-04-22,2021-07-07 07:07:16,China Shun Ke Long Holdings Limited,SUCCESS,0.19389007774413172,23.46069940703994,3842,2333,1509,305,47028,,,,,,,
239,4996236,156480058,AR,2021-04-22,2021-07-07 07:07:16,KWG Living Group Holdings Limited,WARNING,0.7292708515381617,56.88312641997661,5084,3521,1563,257,55878,,,,,,,
240,4996247,156480219,AR,2021-04-22,2021-07-07 07:07:11,Zhenro Services Group Limited,WARNING,1.4024203816652618,46.27987259495364,3863,2657,1206,169,46733,,,,,,,
241,4996262,156480398,AR,2021-04-22,2021-07-07 07:07:17,"Shanghai Henlius Biotech, Inc.",SUCCESS,0.5148617547056396,55.60506950820907,4399,3081,1318,283,58537,,,,,,,
242,4996272,156479343,AR,2021-04-22,2021-07-07 07:06:58,Seazen Group Limited,WARNING,0.3273190543548282,29.45871489193454,4839,2939,1900,276,85217,,,,,,,
244,4996298,156480701,AR,2021-04-22,2021-07-07 07:07:16,"Xinhua Winshare Publishing and Media Co., Ltd.",WARNING,0.727261839868418,70.54439846723655,5766,3953,1813,358,78246,,,,,,,
246,4996311,156480766,AR,2021-04-22,2021-07-07 07:07:16,Nanjing Sinolife United Company Limited,WARNING,0.14896985842608854,19.36608159539151,4108,2619,1489,285,46759,,,,,,,
247,4996315,156480812,AR,2021-04-22,2021-07-07 07:07:11,YCIH Green High-Performance Concrete Company Limited,SUCCESS,0.39353016101593624,55.88128286426294,5929,3980,1949,333,66610,,,,,,,
248,4996319,156480815,AR,2021-04-22,2021-07-07 07:07:10,Aoyuan Healthy Life Group Company Limited,SUCCESS,0.47802933901565886,65.0119901061296,7375,5066,2309,340,77492,,,,,,,
249,4996345,156481042,AR,2021-04-22,2021-07-07 07:07:10,Hannstar Board International Holdings Limited,SUCCESS,0.37567613224124036,42.07572681101892,5143,3487,1656,257,62354,,,,,,,
250,4996357,156481389,AR,2021-04-21,2021-07-07 07:07:17,Xiezhong International Holdings Limited,SUCCESS,0.2172940805449926,21.294819893409276,3210,1883,1327,290,43939,,,,,,,
251,4996370,156481492,AR,2021-04-21,2021-07-07 07:07:17,Greentown Management Holdings Company Limited,SUCCESS,0.3303192218478307,38.31702973434836,3609,2383,1226,226,46912,,,,,,,
252,4996373,156481514,AR,2021-04-21,2021-07-07 07:07:17,Zioncom Holdings Limited,SUCCESS,0.17197918715233482,22.18531514265119,3761,2248,1513,239,44739,,,,,,,
253,4996374,156481528,AR,2021-04-21,2021-07-07 07:07:17,Zioncom Holdings Limited,SUCCESS,0.1692195124359014,21.82931710423128,3807,2277,1530,239,45458,,,,,,,
254,4996375,156481505,AR,2021-04-21,2021-07-07 07:07:17,Deyun Holding Ltd.,SUCCESS,0.15307140681637532,13.317212393024652,3074,1821,1253,226,38754,,,,,,,
255,4996612,156495094,AR,2021-04-22,2021-07-07 07:07:17,China Partytime Culture Holdings Limited,SUCCESS,0.09140556471911596,8.13509526000132,2740,1558,1182,225,35327,,,,,,,
256,4996642,156495271,AR,2021-04-22,2021-07-07 07:07:17,BabyTree Group,SUCCESS,0.6486357593031971,35.67496676167584,4358,2799,1559,202,55135,,,,,,,
257,4996870,156478877,AR,2021-04-22,2021-07-07 07:07:22,Qunxing Paper Holdings Company Limited,WARNING,0.3371450102103772,26.971600816830176,2773,1866,907,231,38179,,,,,,,
259,4996872,156479566,AR,2021-04-22,2021-07-07 07:07:17,The People's Insurance Company (Group) of China Limited,SUCCESS,0.4677097879220891,43.0293004888322,8269,5300,2969,308,91458,,,,,,,
260,4996873,156479457,AR,2021-04-22,2021-07-07 07:07:22,Xinyi Solar Holdings Limited,SUCCESS,0.17627851537377445,19.03807966036764,3556,2227,1329,258,44796,,,,,,,
261,4996876,156476135,AR,2021-04-22,2021-07-07 07:07:22,"Shanghai Haohai Biological Technology Co., Ltd.",SUCCESS,0.5463991272778539,32.783947636671236,4345,2815,1530,162,55857,,,,,,,
262,4996994,156477618,AR,2021-04-22,2021-07-07 07:07:17,Logan Group Company Limited,SUCCESS,0.28829702185306316,30.847781338277755,4054,2649,1405,271,55209,,,,,,,
263,4997895,156520667,AR,2021-04-22,2021-07-07 07:07:23,Anti-Aging House Holding Limited,SUCCESS,0.41722944692679437,5.423982810048327,730,415,315,101,9453,,,,,,,
264,4998076,156478117,AR,2021-04-22,2021-07-07 07:07:22,China Coal Energy Company Limited,SUCCESS,0.44777864269353845,62.68900997709538,6252,4295,1957,360,77024,,,,,,,
266,5039990,156478682,AR,2021-04-22,2021-07-05 10:20:44,Tongdao Liepin Group,SUCCESS,0.5534107579746921,58.66154034531736,4695,3297,1398,316,54790,,,,,,,
268,5058561,156782101,AR,2021-04-27,2021-07-07 07:08:06,Alphamab Oncology,SUCCESS,0.3226500149432455,38.395351778246216,3881,2477,1404,294,53375,,,,,,,
269,5083084,156989783,AR,2021-04-29,2021-07-06 04:56:51,Guorui Properties Limited,WARNING,0.22297815057324033,27.87226882165504,3817,2492,1325,300,50328,,,,,,,
